image,counts,directory,species,genus,genus_counts,genus_counts_sum,iucn_status,new_idx
tiny_plantnet300k/518/7ad3a522524a755c23250a052aa1c0f72d19a3f4.jpg,238,518,Angelica archangelica L.,Angelica,6,2067,LC,169
tiny_plantnet300k/500/6870c332a7d0a859949a5258dd676491d0151ed3.jpg,235,500,Telekia speciosa (Schreb.) Baumg.,Telekia,1,235,Not assessed,170
tiny_plantnet300k/124/14781e074a64bac318ffbb1ecb9a0288ccefea00.jpg,234,124,Althaea cannabina L.,Althaea,2,978,Not assessed,171
tiny_plantnet300k/138/477235e6c4bb65a806cb03c36e3974c8e9048d1f.jpg,233,138,Hyoscyamus albus L.,Hyoscyamus,2,473,Not assessed,172
tiny_plantnet300k/207/ee4ed70891ab319073df94393e7711767f4bbbbd.jpg,232,207,Secale cereale L.,Secale,1,232,,173
tiny_plantnet300k/198/18efe83c5dc487b5e1ffa29b0407cc389b057bcf.jpg,231,198,"Roemeria argemone (L.) C.Morales, R.Mend. & Romero García",Roemeria,2,338,Not assessed,174
tiny_plantnet300k/350/a3cd52a098ef314904af1491a07de44fafe672ba.jpg,230,350,Chaerophyllum hirsutum L.,Chaerophyllum,7,1176,Not assessed,175
tiny_plantnet300k/606/2fd26d6686c2d80f6941f5f7b651f558612c589a.jpg,230,606,Peperomia magnoliifolia (Jacq.) A.Dietr.,Peperomia,20,2134,Not assessed,176
tiny_plantnet300k/332/08fc889002e5f6e66dcb8fc6fb11c39e3b316e9c.jpg,229,332,Cereus jamacaru DC.,Cereus,6,472,LC,177
tiny_plantnet300k/671/2ead0d9d1077f9818625ac68decc90dae9b9ec32.jpg,227,671,Aphelandra squarrosa Nees,Aphelandra,4,238,Not assessed,178
tiny_plantnet300k/6/271ce669de16976d584e48e582f653fed4cf68e1.jpg,224,6,Pelargonium peltatum (L.) L'Hér.,Pelargonium,18,6170,Not assessed,179
tiny_plantnet300k/399/99d141634e97eba6424227ec10a84ef19a145d6f.jpg,219,399,Gomphocarpus physocarpus E.Mey.,Gomphocarpus,3,298,Not assessed,180
tiny_plantnet300k/331/eea44d8a6330a299ef6e0bb77d18802d413d8bee.jpg,219,331,Phedimus spurius (M.Bieb.) 't Hart,Phedimus,4,468,Not assessed,181
tiny_plantnet300k/277/2a89fc53cbbdfed51bca4d7901d9d90cc1db28db.jpg,218,277,Morinda citrifolia L.,Morinda,1,218,LC,182
tiny_plantnet300k/521/9643e742114f33677f1a44750315983708ec6830.jpg,217,521,Cirsium spinosissimum (L.) Scop.,Cirsium,23,11272,Not assessed,183
tiny_plantnet300k/164/21b69aab97344963e338ae599b8c2b9e3ea72c27.jpg,217,164,Ophrys lutea Cav.,Ophrys,23,3652,LC,184
tiny_plantnet300k/391/0c5e688d0fbae30d3a65df22fe59f5a58c9e51c5.jpg,216,391,Hirschfeldia incana (L.) Lagr.-Foss.,Hirschfeldia,1,216,Not assessed,185
tiny_plantnet300k/610/217b59a5e2d2c6ccea84231caab0fefa1047ae8f.jpg,213,610,Peperomia serpens (Sw.) G.Don,Peperomia,20,2134,Not assessed,186
tiny_plantnet300k/188/25d303cb0ec5a5f76462dd1afeb703723180045b.jpg,210,188,Freesia refracta (Jacq.) Klatt,Freesia,3,364,Not assessed,187
tiny_plantnet300k/516/b179562639ea2b8a7d2db5b010268eea15044457.jpg,202,516,Anemonastrum narcissiflorum (L.) Holub,Anemonastrum,2,341,Not assessed,188
tiny_plantnet300k/554/ec2e704019c647358d67a547b5ee6384e83edf75.jpg,200,554,Hypericum patulum Thunb.,Hypericum,37,11946,Not assessed,189
tiny_plantnet300k/316/c84dd071ebc4215f34e6f1bcaeb7557db1245c04.jpg,199,316,Couroupita guianensis Aubl.,Couroupita,1,199,LC,190
tiny_plantnet300k/187/b4bc2c2e6a53a3c08394e95b76070cf9d8f2c3c6.jpg,199,187,Ophrys insectifera L.,Ophrys,23,3652,LC,191
tiny_plantnet300k/729/2b6a051f55e5fcb64d366d836c5b0ef4c3f54f16.jpg,198,729,Maianthemum racemosum (L.) Link,Maianthemum,5,786,Not assessed,192
tiny_plantnet300k/525/cb17825b905e317a88b6dcc9e3410ddb5c97bfe3.jpg,194,525,Honckenya peploides (L.) Ehrh.,Honckenya,1,194,Not assessed,193
tiny_plantnet300k/21/0c75cae2f94b14fdb0741f46caae898c1d5014e7.jpg,194,21,Asystasia gangetica (L.) T.Anderson,Asystasia,4,211,Not assessed,194
tiny_plantnet300k/108/b4d8a84871f5f4332fe3c8140ed6df45ac0e6950.jpg,187,108,Trifolium montanum L.,Trifolium,39,14622,Not assessed,195
tiny_plantnet300k/103/e2b4ea0819bcdd607ebd7017752f262053713e31.jpg,185,103,Trifolium hybridum L.,Trifolium,39,14622,LC,196
tiny_plantnet300k/698/a4313187fa9b493de677689404457c5ecb6e6b36.jpg,185,698,Selenicereus anthonyanus (Alexander) D.R.Hunt,Selenicereus,2,197,LC,197
tiny_plantnet300k/245/ae782264a7569f465a746de8ff4c10f0dff42602.jpg,185,245,Carthamus tinctorius L.,Carthamus,4,298,Not assessed,198
tiny_plantnet300k/55/5f4c8db86769250301852f30c981924e63588c1b.jpg,184,55,Petrosedum forsterianum (Sm.) Grulich,Petrosedum,6,3197,Not assessed,199
tiny_plantnet300k/728/88387408b7a17b106ea78c6c8dc6a3ef7add6b46.jpg,183,728,Maianthemum canadense Desf.,Maianthemum,5,786,Not assessed,200
tiny_plantnet300k/372/35b9b1f746c41ccfc70e122c09da50bef4eb1de1.jpg,180,372,Daphne cneorum L.,Daphne,10,2466,Not assessed,201
tiny_plantnet300k/360/2aeb3932e6c1d8ec73e4b4f566664c5a257711c0.jpg,179,360,Cirsium heterophyllum (L.) Hill,Cirsium,23,11272,Not assessed,202
tiny_plantnet300k/477/5e85e4c2aa8d66eeac2b350de542b35daba3e9aa.jpg,179,477,Pulsatilla vernalis (L.) Mill.,Pulsatilla,8,2316,LC,203
tiny_plantnet300k/400/0c585ae5f0165e9af9f0da46e0e035082a045c45.jpg,179,400,Veronica x andersonii Hérincq,Veronica,5,727,Not assessed,204
tiny_plantnet300k/344/12c1628869c25a30d576065cb560a5c169284f45.jpg,179,344,Erechtites hieraciifolius (L.) Raf. ex DC.,Erechtites,1,179,Not assessed,205
tiny_plantnet300k/673/3a938ced0bf82d4adbb0b308ff1e225696a78c1e.jpg,178,673,Peperomia argyraea W.Bull,Peperomia,20,2134,Not assessed,206
tiny_plantnet300k/328/5c30258911d527dd781a45bf49f4d4605973f46e.jpg,175,328,Cicerbita plumieri (L.) Kirschl.,Cicerbita,3,532,Not assessed,207
tiny_plantnet300k/146/b5e6adb6c583a16144e06539ca8665a1d6091d9f.jpg,170,146,Meum athamanticum Jacq.,Meum,1,170,Not assessed,208
tiny_plantnet300k/382/648349f5648b43a9665838132f8875901d01fab1.jpg,169,382,Empetrum nigrum L.,Empetrum,2,173,Not assessed,209
tiny_plantnet300k/114/000db9cc7175fce172a94d37c5d48a8c8c5cb80c.jpg,168,114,Trifolium resupinatum L.,Trifolium,39,14622,LC,210
tiny_plantnet300k/169/43c846eb4d017ae2a3db8f089f1cec48ad3b3d4f.jpg,168,169,Stellaria aquatica (L.) Scop.,Stellaria,1,168,Not assessed,211
tiny_plantnet300k/99/eca9bcba89dfef872e77ff31b8fc51c7110d1c8f.jpg,163,99,Trifolium aureum Pollich,Trifolium,39,14622,Not assessed,212
tiny_plantnet300k/434/e301cde7e6953e56538d569e2ca7e6ccef26319d.jpg,163,434,Moehringia ciliata (Scop.) Dalla Torre,Moehringia,5,329,Not assessed,213
tiny_plantnet300k/795/db2c3234942d0ae3facd178a32b708b9347724d1.jpg,159,795,Loropetalum chinense (R.Br.) Oliv.,Loropetalum,1,159,Not assessed,214
tiny_plantnet300k/215/e2a54a777cdabd69db986b8c5f5c88ff6acfd82b.jpg,159,215,Sedum hispanicum L.,Sedum,49,10171,Not assessed,215
tiny_plantnet300k/483/3ad697569181806a7fad5d151ddc66474003212c.jpg,151,483,Anthericum ramosum L.,Anthericum,2,891,Not assessed,216
tiny_plantnet300k/289/c34b747789b06d26a737f148a94911c671b3fd9b.jpg,151,289,Acalypha hispida Burm.f.,Acalypha,8,629,Not assessed,217
tiny_plantnet300k/754/6bd123bfc6b6e305fa6122bc627221808ea3468c.jpg,147,754,Tradescantia ohiensis Raf.,Tradescantia,12,7631,Not assessed,218
tiny_plantnet300k/505/42ea3b52afa32c0d654ec13ae92605085295f41a.jpg,145,505,Trifolium alpestre L.,Trifolium,39,14622,LC,219
tiny_plantnet300k/540/b588c05dd7671310f4c3860f451582b7a6dd0af5.jpg,145,540,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,5,540,LC,220
tiny_plantnet300k/708/d97f915ae882e34a4d79b23e9e924aa2b0587e55.jpg,143,708,Conoclinium coelestinum DC.,Conoclinium,1,143,Not assessed,221
tiny_plantnet300k/330/6ae60da0aeb6e9f80a89990b4de955dc66f41707.jpg,141,330,Phedimus aizoon (L.) 't Hart,Phedimus,4,468,Not assessed,222
tiny_plantnet300k/299/53cd7b5d2572ad319f0094dfacc8de7ab24c101a.jpg,140,299,Mussaenda philippica A.Rich.,Mussaenda,5,269,LC,223
tiny_plantnet300k/718/5b7af066c1ff4a6f56c540cd6b49aac6e73cbc97.jpg,139,718,Anemonastrum canadense (L.) Mosyakin,Anemonastrum,2,341,Not assessed,224
tiny_plantnet300k/282/028cdcfae38a5501cdad329ca52c2a8a760d5c2d.jpg,139,282,Gynura aurantiaca (Blume) DC.,Gynura,2,151,Not assessed,225
tiny_plantnet300k/183/73e07da775e7a41ef43b5655016c5bfdf9ba5646.jpg,139,183,Valeriana angustifolia Mill.,Valeriana,6,5645,Not assessed,226
tiny_plantnet300k/744/921ed6406407cf913fb2369a012908d163b932a2.jpg,137,744,Aralia nudicaulis L.,Aralia,6,316,Not assessed,227
tiny_plantnet300k/534/3284bfc6a7df2c9cef7e7387210cc2ae55f1d3db.jpg,135,534,Trifolium badium Schreb.,Trifolium,39,14622,Not assessed,228
tiny_plantnet300k/369/a1e31d9dc4264f66a151629bcd7045615902d8c2.jpg,135,369,Cytinus hypocistis (L.) L.,Cytinus,2,217,Not assessed,229
tiny_plantnet300k/78/621f31cba0e3a1dd6f9cb8e940e898d085151cbd.jpg,133,78,Hypericum tetrapterum Fr.,Hypericum,37,11946,Not assessed,230
tiny_plantnet300k/511/e5bc33c77bf7ebcc5029bf2b50ef484f77589ebb.jpg,132,511,Viscaria vulgaris Bernh.,Viscaria,2,145,Not assessed,231
tiny_plantnet300k/20/2b1febf87eec6da4ecc2233f141efe0dd98924ab.jpg,131,20,Trifolium fragiferum L.,Trifolium,39,14622,Not assessed,232
tiny_plantnet300k/577/bf2340fa998cad99f783361deb19c48e6692005d.jpg,130,577,Adonis vernalis L.,Adonis,6,370,LC,233
tiny_plantnet300k/922/42c964f61e88514cfbcf27cf38cc67cd1f59441a.jpg,129,922,Pilosocereus pachycladus F.Ritter,Pilosocereus,3,139,LC,234
tiny_plantnet300k/776/543206ba1cd4ce548ae72ffb08f5431473da220c.jpg,128,776,Lithops pseudotruncatella (A.Berger) N.E.Br.,Lithops,7,238,Not assessed,235
tiny_plantnet300k/296/f0d2c974f5c80cc4fc7dbfd12021ae083aeb5783.jpg,128,296,Peperomia pellucida (L.) Kunth,Peperomia,20,2134,Not assessed,236
tiny_plantnet300k/583/c69fb6e0b955e9d62e46a1b15d30c91ab5dc0938.jpg,127,583,Nephrolepis biserrata (Sw.) Schott,Nephrolepis,5,1117,Not assessed,237
tiny_plantnet300k/41/4eac535120387fece523c3e262e3100feeacd2c4.jpg,127,41,Hyoseris radiata L.,Hyoseris,1,127,Not assessed,238
tiny_plantnet300k/625/43b565125ccd815c61505ae04852272928509c12.jpg,127,625,Breynia disticha J.R.Forst. & G.Forst.,Breynia,2,131,LC,239
tiny_plantnet300k/175/330bb594b5f1d6a7449febb88c82e90b709b3e71.jpg,125,175,Falcaria vulgaris Bernh.,Falcaria,1,125,Not assessed,240
tiny_plantnet300k/336/74c2f915952d63a54a471eba14a42b8e5c88389e.jpg,124,336,Atocion rupestre (L.) Oxelman,Atocion,1,124,Not assessed,241
tiny_plantnet300k/459/893ce464a15d29791ce2ef5be0c5f09fa37eb883.jpg,123,459,Anemonoides apennina (L.) Holub,Anemonoides,7,4986,Not assessed,242
tiny_plantnet300k/158/885248b1a57c325a74e6eae065e10d3b2fbeedcd.jpg,122,158,Scilla peruviana L.,Scilla,1,122,Not assessed,243
tiny_plantnet300k/452/2d4d04ea810c023cd7526712e3515a51fda81082.jpg,120,452,Ophrys sphegodes (Sennen) Sanz & Nuet,Ophrys,23,3652,Not assessed,244
tiny_plantnet300k/486/dc00a0147d2cdc3c5b7fb46d2eb84c5eb53f8a72.jpg,120,486,Holodiscus discolor (Pursh) Maxim.,Holodiscus,1,120,Not assessed,245
tiny_plantnet300k/552/33af1f9051c3315fb1b1553faeffa5093a518306.jpg,119,552,Clethra alnifolia L.,Clethra,1,119,LC,246
tiny_plantnet300k/185/cb9fe1444ec37e0362337c03a57c7acc6472c1bc.jpg,118,185,Sedum anglicum Huds.,Sedum,49,10171,Not assessed,247
tiny_plantnet300k/734/314fba193b663295e6fcdc7509dc1092e371682a.jpg,117,734,Mertensia virginica (L.) Pers. ex Link,Mertensia,4,188,Not assessed,248
tiny_plantnet300k/437/25f629c05cfba0e1187b65ffeb5c932ba29c4686.jpg,117,437,Narthecium ossifragum (L.) Huds.,Narthecium,1,117,Not assessed,249
tiny_plantnet300k/557/c87bfa2c4c701eca6e2aee792f2b88745080bd58.jpg,116,557,Smilax rotundifolia L.,Smilax,10,1461,Not assessed,250
tiny_plantnet300k/65/6b4f8d245f378cb3225c694029d262add5343bb5.jpg,115,65,Acalypha virginica L.,Acalypha,8,629,Not assessed,251
tiny_plantnet300k/276/18adc4bd91d70b443d593657f756119e0726e747.jpg,114,276,Mussaenda erythrophylla Schumach. & Thonn.,Mussaenda,5,269,LC,252
tiny_plantnet300k/938/e371de803ef4d13d33cd5003a7591ea2f3fe2b1f.jpg,114,938,Sedum clavatum R.T.Clausen,Sedum,49,10171,Not assessed,253
tiny_plantnet300k/132/43e5e840532569a6ec64f4202e8dd72d67fd3ea0.jpg,113,132,Adonis annua L.,Adonis,6,370,Not assessed,254
tiny_plantnet300k/163/df3fe7ce96819c08d2cb8ffdb495342b65df8d46.jpg,113,163,Ophrys fusca Link,Ophrys,23,3652,LC,255
tiny_plantnet300k/312/2c02262cb6b2500bc0416f863633d969f6dc32d5.jpg,112,312,Lagenaria siceraria (Molina) Standl.,Lagenaria,2,120,Not assessed,256
tiny_plantnet300k/356/2e48f7aa9b24bdfe7df90f9d835f56aa2e3cbb60.jpg,112,356,Cirsium erisithales Scop.,Cirsium,23,11272,Not assessed,257
tiny_plantnet300k/72/f8e9fdbeab209a4af38de513f13eb03f583e13ba.jpg,111,72,Hypericum hircinum L.,Hypericum,37,11946,Not assessed,258
tiny_plantnet300k/615/cb2ce92978127ffeda75b2d92d8eb720e8387b19.jpg,111,615,Cereus hexagonus (L.) Mill.,Cereus,6,472,LC,259
tiny_plantnet300k/490/b457307d48ec49f4743f25eb7e0d31f5e4b91b9e.jpg,109,490,Diascia rigescens E.Mey. ex Benth.,Diascia,2,111,Not assessed,260
tiny_plantnet300k/873/6e25c62bf0847858fecd468a9ae238e1f4fcb125.jpg,108,873,Smilax bona-nox L.,Smilax,10,1461,Not assessed,261
tiny_plantnet300k/636/33e37d01366af28bcdaab144e0daa688de5c1771.jpg,107,636,Alocasia cucullata (Lour.) G.Don,Alocasia,12,1020,Not assessed,262
tiny_plantnet300k/535/0fb55c9154fa6400c632bacf4f4f3a7fcba50827.jpg,107,535,Freesia leichtlinii (G.L.Mey.) J.C.Manning & Goldblatt,Freesia,3,364,Not assessed,263
tiny_plantnet300k/199/90ce9a640b32e2bb7c46259587af27f8220f3489.jpg,107,199,"Roemeria sicula (Guss.) Galasso, Banfi, L.Sáez & Bartolucci",Roemeria,2,338,Not assessed,264
tiny_plantnet300k/74/12969db59709849b4d89bfabac0528ae30e5ba1d.jpg,106,74,Hypericum humifusum L.,Hypericum,37,11946,Not assessed,265
tiny_plantnet300k/495/f4c339109fa8f5a9ba0f72f53a5dd1da08a45602.jpg,105,495,Phedimus kamtschaticus (Fisch.) 't Hart,Phedimus,4,468,Not assessed,266
tiny_plantnet300k/492/2b7171bd2d89f79dc416e52daa3e15c1bca547f4.jpg,104,492,Sedum sarmentosum Bunge,Sedum,49,10171,Not assessed,267
tiny_plantnet300k/167/ed3c70bb64b87482dee66a37688994736b829358.jpg,104,167,Ophrys tenthredinifera Willd.,Ophrys,23,3652,LC,268
tiny_plantnet300k/448/d11a9b61eca52a48adef8dcd7e6ed215bc52436a.jpg,104,448,Ophrys bertolonii Moretti,Ophrys,23,3652,LC,269
tiny_plantnet300k/230/f0d9d52ad7143d3987404572c351d0f7bc8104bf.jpg,104,230,Acacia longifolia (Andrews) Willd.,Acacia,20,1893,LC,270
tiny_plantnet300k/428/112aa1e4f7720ae091c1f965f67608cf06bb5b9b.jpg,103,428,Lupinus arboreus Sims,Lupinus,20,3194,Not assessed,271
tiny_plantnet300k/231/eb6664378ef281d3bdd4ab3c5011000eae1dd502.jpg,103,231,Acacia mearnsii De Wild.,Acacia,20,1893,Not assessed,272
tiny_plantnet300k/166/2eaee6dec667ef198f647a7aa89a19d8e800cce4.jpg,103,166,Ophrys speculum Link,Ophrys,23,3652,LC,273
tiny_plantnet300k/149/2162b7a1778459648bcc7b23f9c098721ef05021.jpg,103,149,Valeriana calcitrapae L.,Valeriana,6,5645,Not assessed,274
tiny_plantnet300k/419/bc71478717345a60be2d603005d0c191348a9d71.jpg,102,419,Lactuca viminea (L.) J.Presl & C.Presl,Lactuca,11,5511,LC,275
tiny_plantnet300k/363/530f21d71fc62065077585815988d8a4b3e51e96.jpg,101,363,Cirsium rivulare (Jacq.) All.,Cirsium,23,11272,Not assessed,276
tiny_plantnet300k/197/15f8fbc01658c6ae17ad36e0cd244bd1a89fb245.jpg,100,197,Tradescantia cerinthoides Kunth,Tradescantia,12,7631,Not assessed,277
tiny_plantnet300k/143/d9a1b36bf52c718a697102b1b7db3809b6c8d968.jpg,98,143,Berula erecta (Huds.) Coville,Berula,1,98,LC,278
tiny_plantnet300k/305/abb783abd485342536d1304c8740e43ecedfdaaf.jpg,98,305,Casuarina equisetifolia L.,Casuarina,2,341,LC,279
tiny_plantnet300k/549/f2451d13331749f2cfffdb652da13e06d2140d95.jpg,98,549,Ophrys sphegodes (Rchb.) M.Laínz,Ophrys,23,3652,Not assessed,280
tiny_plantnet300k/628/2ad9635de79e7dd6fde569529e17ee9be8b88a39.jpg,97,628,Kigelia africana (Lam.) Benth.,Kigelia,1,97,LC,281
tiny_plantnet300k/240/dfe86b05036b44abf4d9c7cdcb6aab4aaa444fc0.jpg,97,240,Guizotia abyssinica (L.f.) Cass.,Guizotia,1,97,Not assessed,282
tiny_plantnet300k/976/d38daff5bfe2c7be90d3f86b4b5115d048a835b1.jpg,97,976,Peperomia ferreyrae Yunck.,Peperomia,20,2134,Not assessed,283
tiny_plantnet300k/464/7ab50b71715e3c483377ed78d80a8799735104bd.jpg,96,464,Papaver setiferum Goldblatt,Papaver,7,7858,Not assessed,284
tiny_plantnet300k/241/4a800fc37dd180617e13c763dbd8418338bc05bd.jpg,96,241,Tagetes minuta L.,Tagetes,6,3523,Not assessed,285
tiny_plantnet300k/944/ba7c68c588cfe09da6182ef8a6d46655057a46eb.jpg,95,944,Sedum makinoi Maxim.,Sedum,49,10171,Not assessed,286
tiny_plantnet300k/973/56fb40dc02929ff3d404fa8311ad77faea0087e6.jpg,95,973,Peperomia albovittata C.DC.,Peperomia,20,2134,CR,287
tiny_plantnet300k/497/dd8b4fe4cc3190263cd63fb610b5baa89170ba01.jpg,94,497,Petrosedum ochroleucum (Chaix) Niederle,Petrosedum,6,3197,Not assessed,288
tiny_plantnet300k/662/814c69e9e9fe4b5c6539c2b2d5138b5725fa965f.jpg,94,662,Trimezia martinicensis (Jacq.) Herb.,Trimezia,1,94,Not assessed,289
tiny_plantnet300k/56/d602c10a0efea4843d521556455790b4ceb818dc.jpg,92,56,Sedum hirsutum All.,Sedum,49,10171,Not assessed,290
tiny_plantnet300k/10/0f53384466e7a31b858167cf8a28249ba4bd78e5.jpg,91,10,Phyllanthus tenellus Roxb.,Phyllanthus,13,352,Not assessed,291
tiny_plantnet300k/131/5d21d40c40907d6fb70e42cb50388fcabac262a3.jpg,90,131,Adonis aestivalis L.,Adonis,6,370,Not assessed,292
tiny_plantnet300k/666/b91a733aa56820bc7bd28ac98c267285bff881c1.jpg,90,666,Cereus repandus (L.) Mill.,Cereus,6,472,LC,293
tiny_plantnet300k/782/503a8da69ddf2db7c9b6f058c493c2026634f3cd.jpg,90,782,Sedum lineare Thunb.,Sedum,49,10171,Not assessed,294
tiny_plantnet300k/39/ac4ca3780474947399f85f0b85b4a5b87dc899c1.jpg,88,39,Cirsium monspessulanum (L.) Hill.,Cirsium,23,11272,Not assessed,295
tiny_plantnet300k/609/ba3e714ce9c5096c0efca44f43a9f38e2c4d113d.jpg,88,609,Peperomia rotundifolia (L.) Kunth,Peperomia,20,2134,Not assessed,296
tiny_plantnet300k/630/d190e5deb973d79300847d6400026010c7471238.jpg,86,630,Acalypha indica L.,Acalypha,8,629,Not assessed,297
tiny_plantnet300k/980/cf2ac481ce0bb03f490e9b40ae7e1b36b0ddcc97.jpg,86,980,Peperomia polybotrya Kunth,Peperomia,20,2134,Not assessed,298
tiny_plantnet300k/315/7f3f5a06d18b98b08a0cecc656776b933adc724a.jpg,85,315,Barringtonia asiatica (L.) Kurz,Barringtonia,2,87,LC,299
tiny_plantnet300k/212/48212843007adb01b4d7e4027b6f1fd19540d883.jpg,85,212,Phalaris canariensis L.,Phalaris,6,696,Not assessed,300
tiny_plantnet300k/34/05c9b5edaf87b0c7538b804f575172ec1ff1be50.jpg,84,34,Moehringia trinervia (L.) Clairv.,Moehringia,5,329,Not assessed,301
tiny_plantnet300k/551/c729677aa248d0dedb68ebf7e2bca1d36487bbaf.jpg,84,551,Aralia elata (Miq.) Seem.,Aralia,6,316,LC,302
tiny_plantnet300k/340/ee031ad9a3e5b1e6d7c2636734e62f1224d60611.jpg,83,340,Acacia saligna (Labill.) H.L.Wendl.,Acacia,20,1893,LC,303
tiny_plantnet300k/568/864eb843e9d129806ecf6ef2246a686734d7bbf8.jpg,83,568,Lamium orvala L.,Lamium,10,12379,Not assessed,304
tiny_plantnet300k/339/be5b7d85b8f854e1fe0a4407cba6c4207d7b6cfa.jpg,82,339,Acacia melanoxylon R.Br.,Acacia,20,1893,Not assessed,305
tiny_plantnet300k/370/a28cce978ad396f31d02578bddaa5a3089607d72.jpg,82,370,Cytinus ruber (Fourr.) Fritsch,Cytinus,2,217,Not assessed,306
tiny_plantnet300k/29/6cc3558e2ac17ae6ac229175dbcc886e31222e2c.jpg,81,29,Achyranthes aspera L.,Achyranthes,1,81,Not assessed,307
tiny_plantnet300k/932/3419ee0c1b6feb19b299e9f9a65b653143ce822f.jpg,79,932,Crassothonna capensis (L.H.Bailey) B.Nord.,Crassothonna,1,79,Not assessed,308
tiny_plantnet300k/793/1af08333140888ce15884da0e24052e67c3cbd3d.jpg,79,793,Lycoris squamigera Maxim.,Lycoris,2,151,Not assessed,309
tiny_plantnet300k/51/335b7c2bda3657793fd47a5df76dcc3aba6afa44.jpg,79,51,Sedum caeruleum L.,Sedum,49,10171,Not assessed,310
tiny_plantnet300k/53/95609ef406b15eba2d39d00f983b36bdb0daa554.jpg,79,53,Sedum cepaea L.,Sedum,49,10171,Not assessed,311
tiny_plantnet300k/36/92186e3621dcf3fe5408bd8e79ed6bf964ed3c25.jpg,79,36,Calendula stellata Cav.,Calendula,3,5947,Not assessed,312
tiny_plantnet300k/488/3d49a3727083be53775203376cbd8c19ce0197e7.jpg,79,488,Sagittaria latifolia Willd.,Sagittaria,5,179,LC,313
tiny_plantnet300k/322/3464a8a0457af80e18db94336e656ffa7818c08d.jpg,78,322,Vanilla planifolia Andrews,Vanilla,2,86,EN,314
tiny_plantnet300k/392/050064bbe8b8f16814d568e4c108b6c6950d0172.jpg,78,392,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Erucastrum,2,114,Not assessed,315
tiny_plantnet300k/431/a6d96912f4f7620398afc5c7d64a6fa980caa2eb.jpg,76,431,Melilotus altissimus Thuill.,Melilotus,7,2830,Not assessed,316
tiny_plantnet300k/294/e21cbbe5a58544e127a9551758321219eeb2cd8b.jpg,75,294,Triadica sebifera (L.) Small,Triadica,1,75,LC,317
tiny_plantnet300k/342/640057afd970c5a9a91be4bc18fd6cfb91cc6443.jpg,75,342,Salvia abrotanoides (Kar.) Sytsma,Salvia,2,1672,Not assessed,318
tiny_plantnet300k/443/4d3721ee8d07c4708e784e66323dbf8234381481.jpg,74,443,Nymphaea candida C.Presl,Nymphaea,9,1152,LC,319
tiny_plantnet300k/435/4f7efc76acae2c51b1d41efd7651b1e5ad99154c.jpg,74,435,Moehringia muscosa L.,Moehringia,5,329,Not assessed,320
tiny_plantnet300k/943/140d89b720968012acd63e798c36c2c5743a7e3c.jpg,74,943,Sedum japonicum Siebold ex Miq.,Sedum,49,10171,Not assessed,321
tiny_plantnet300k/412/f7b65d12d819d5adaacdd455b4607a1a5f07e201.jpg,73,412,Hypericum pulchrum L.,Hypericum,37,11946,Not assessed,322
tiny_plantnet300k/293/1975dee0669b036e570871c2adde37b6c1b4eafd.jpg,72,293,Phyllanthus amarus Schumach. & Thonn.,Phyllanthus,13,352,Not assessed,323
tiny_plantnet300k/444/4ee9abe8dce03e0d3f93a63857fdd98ec1a0c8cf.jpg,72,444,Nymphoides peltata (S.G.Gmel.) Kuntze,Nymphoides,2,87,LC,324
tiny_plantnet300k/791/a7c3d6e52be649e955b272fa583002834de5d84b.jpg,72,791,Lycoris radiata (L'Hér.) Herb.,Lycoris,2,151,Not assessed,325
tiny_plantnet300k/546/c7e69cfd58087e7f3e557134e90ce662f5973a10.jpg,72,546,Adenostyles leucophylla Rchb.,Adenostyles,3,734,Not assessed,326
tiny_plantnet300k/473/d82bce37aac055ce8a5ced544c030bc578aa7b01.jpg,71,473,Pulsatilla rubra (Lam.) Delarbre,Pulsatilla,8,2316,Not assessed,327
tiny_plantnet300k/218/47caa54edc90bf289136d7b09463c1ba4c6fa6a7.jpg,70,218,Lupinus luteus L.,Lupinus,20,3194,LC,328
tiny_plantnet300k/394/0145e1c084627a91709e4a2af8041330a5d70786.jpg,68,394,Fragaria moschata Duchesne ex Weston,Fragaria,7,4540,LC,329
tiny_plantnet300k/349/bfa54044c8c00e818c92c4bece27bf5453295e3f.jpg,68,349,Chaerophyllum aureum L.,Chaerophyllum,7,1176,Not assessed,330
tiny_plantnet300k/113/71fa2fd50ad5eb68eff41346438f0ff82accd051.jpg,67,113,Trifolium purpureum Loisel.,Trifolium,39,14622,Not assessed,331
tiny_plantnet300k/337/539f263584d08c8aee425e4299457d6f28e11a53.jpg,66,337,Tagetes tenuifolia Cav.,Tagetes,6,3523,Not assessed,332
tiny_plantnet300k/81/ec74f3fb7cc97dab23d213dfcb74c1b185ec1235.jpg,65,81,Lamium flexuosum Ten.,Lamium,10,12379,Not assessed,333
tiny_plantnet300k/220/4295b71bccce5e6f00b25967399054e0b2ead31e.jpg,65,220,Lupinus albus L.,Lupinus,20,3194,LC,334
tiny_plantnet300k/442/a577a4d0328007b0e4918d3aadd402aa5000627c.jpg,65,442,Noccaea rotundifolia (L.) Moench,Noccaea,3,105,Not assessed,335
